Extract Name	Comment [TCGA Barcode]	Protocol REF	Labeled Extract Name	Label	Term Source REF	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Protocol REF	Scan Name	Array Data File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [md5]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [md5]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [md5]
9031b30c-287e-4bc3-8b3a-8c3b9c920853	TCGA-37-4135-01A-01R-1101-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-37-4135-01A-01R-1101-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	MULEY_p_TCGA_b53and79_Expr_HT_HG-U133A_24-HTA_H05_723986	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-37-4135-01A-01R-1101-01	MULEY_p_TCGA_b53and79_Expr_HT_HG-U133A_24-HTA_H05_723986.CEL	broad.mit.edu_LUSC.HT_HG-U133A.Level_1.53.1005.0	Expression-Gene	Level 1	yes	9a39be7b008a79e8d50ff74bc5cf1c1c	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-37-4135-01A-01R-1101-01	MULEY_p_TCGA_b53and79_Expr_HT_HG-U133A_24-HTA_H05_723986.level2.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_2.53.1005.0	Expression-Gene	Level 2	yes	eea0cbec763480e74121a2822ea152c5	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-37-4135-01A-01R-1101-01	MULEY_p_TCGA_b53and79_Expr_HT_HG-U133A_24-HTA_H05_723986.level3.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_3.53.1005.0	Expression-Gene	Level 3	yes	62cf767a68c4d78576949e91987fbb7f
c9b700c0-9518-4edd-8db9-e75301e00c08	TCGA-18-3406-01A-01R-1031-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-18-3406-01A-01R-1031-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A01_616658	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-18-3406-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A01_616658.CEL	broad.mit.edu_LUSC.HT_HG-U133A.Level_1.39.1005.0	Expression-Gene	Level 1	yes	116497aad8522c5b5942d8efe45c3fae	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-18-3406-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A01_616658.level2.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_2.39.1005.0	Expression-Gene	Level 2	yes	cb1fcd3758ff430ec6440e3f692026c7	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-18-3406-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A01_616658.level3.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_3.39.1005.0	Expression-Gene	Level 3	yes	079a31614a2a29af2c6a164ad91f4873
e1e2326f-1e5e-44f5-816d-64e1e5f9fc9c	TCGA-18-3415-01A-01R-1031-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-18-3415-01A-01R-1031-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A02_616660	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-18-3415-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A02_616660.CEL	broad.mit.edu_LUSC.HT_HG-U133A.Level_1.39.1005.0	Expression-Gene	Level 1	yes	b14afe7daad3dd4b3f8bf7e1c67e55e3	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-18-3415-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A02_616660.level2.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_2.39.1005.0	Expression-Gene	Level 2	yes	b7cc4f68f5290eb2e6175fbd55b56b93	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-18-3415-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A02_616660.level3.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_3.39.1005.0	Expression-Gene	Level 3	yes	61d330df4676e4a1ca1b78e5b25f2c40
27282d8e-f7e6-432e-aeea-2885fc47fa04	TCGA-46-3765-01A-01R-1031-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-46-3765-01A-01R-1031-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A03_616654	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-46-3765-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A03_616654.CEL	broad.mit.edu_LUSC.HT_HG-U133A.Level_1.39.1005.0	Expression-Gene	Level 1	yes	42448b598df52aafb77b218794c6fb70	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-46-3765-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A03_616654.level2.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_2.39.1005.0	Expression-Gene	Level 2	yes	94f86fef5be3de64b1b55b1caa035937	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-46-3765-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A03_616654.level3.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_3.39.1005.0	Expression-Gene	Level 3	yes	d2014a61903090f6e9565954805a7849
99b3f7e9-3a94-45d0-917e-be0003ec3a4a	TCGA-66-2742-01A-01R-1031-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-66-2742-01A-01R-1031-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A04_616656	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-66-2742-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A04_616656.CEL	broad.mit.edu_LUSC.HT_HG-U133A.Level_1.39.1005.0	Expression-Gene	Level 1	yes	15faf430b1a83cc1dc8ee4a59232523e	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-66-2742-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A04_616656.level2.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_2.39.1005.0	Expression-Gene	Level 2	yes	bedada231fa2216b6f0c9abe7aa660bb	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-66-2742-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A04_616656.level3.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_3.39.1005.0	Expression-Gene	Level 3	yes	636adf1f27c9054c3bfd96649eaab80d
78fa8575-bf3d-4d52-b01f-52af2b963bae	TCGA-66-2754-01A-01R-1031-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-66-2754-01A-01R-1031-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A05_616666	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-66-2754-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A05_616666.CEL	broad.mit.edu_LUSC.HT_HG-U133A.Level_1.39.1005.0	Expression-Gene	Level 1	yes	93d25a98b93a4a7dd6218782c2bb823f	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-66-2754-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A05_616666.level2.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_2.39.1005.0	Expression-Gene	Level 2	yes	e79fb72c8cf4050421ed9d15bdcc4010	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-66-2754-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A05_616666.level3.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_3.39.1005.0	Expression-Gene	Level 3	yes	84a1ae858af413ec24df27ea9c9b7d31
96103311-35be-4fe0-b698-6b07a621c9d0	TCGA-66-2795-01A-02R-1031-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-66-2795-01A-02R-1031-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A06_616668	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-66-2795-01A-02R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A06_616668.CEL	broad.mit.edu_LUSC.HT_HG-U133A.Level_1.39.1005.0	Expression-Gene	Level 1	yes	fd3b31b369377903eff0a1c8c0778051	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-66-2795-01A-02R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A06_616668.level2.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_2.39.1005.0	Expression-Gene	Level 2	yes	9cbdcca43a4f9c7ffcaa08edc9a07be3	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-66-2795-01A-02R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A06_616668.level3.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_3.39.1005.0	Expression-Gene	Level 3	yes	6fc84c8229856ab281db1352ec96cf68
b90d788b-037b-4e93-88ac-bdad05e52265	TCGA-18-3407-01A-01R-1031-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-18-3407-01A-01R-1031-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A07_616662	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-18-3407-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A07_616662.CEL	broad.mit.edu_LUSC.HT_HG-U133A.Level_1.39.1005.0	Expression-Gene	Level 1	yes	d7cd6976195299ecdcddba5a9abd6081	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-18-3407-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A07_616662.level2.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_2.39.1005.0	Expression-Gene	Level 2	yes	dd9ff5b52b6cde6ac854ce9259031de3	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-18-3407-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A07_616662.level3.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_3.39.1005.0	Expression-Gene	Level 3	yes	148849d97a94fe6f2ffee74f80ca995b
7c106a35-476b-4165-8d72-b756c3dd6458	TCGA-18-3416-01A-01R-1031-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-18-3416-01A-01R-1031-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A08_616664	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-18-3416-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A08_616664.CEL	broad.mit.edu_LUSC.HT_HG-U133A.Level_1.39.1005.0	Expression-Gene	Level 1	yes	244ee895421f08bc134c25201a1ac327	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-18-3416-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A08_616664.level2.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_2.39.1005.0	Expression-Gene	Level 2	yes	5712a05d9c2cf2b5a6fdd63dd87be388	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-18-3416-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A08_616664.level3.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_3.39.1005.0	Expression-Gene	Level 3	yes	8fec7af9f4d69524ae1d4c9c05b2ab9e
febf0677-d562-45db-b5f9-c3f3dc3d699a	TCGA-46-3766-01A-01R-1031-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-46-3766-01A-01R-1031-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A09_616674	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-46-3766-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A09_616674.CEL	broad.mit.edu_LUSC.HT_HG-U133A.Level_1.39.1005.0	Expression-Gene	Level 1	yes	30e345e4b0d2c2bf2e2e59bf9d81dc32	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-46-3766-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A09_616674.level2.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_2.39.1005.0	Expression-Gene	Level 2	yes	b7cba6b58baa982bce4eaa9feb3a0fe6	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-46-3766-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A09_616674.level3.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_3.39.1005.0	Expression-Gene	Level 3	yes	c3daccca5ac1d1c25ed927c4e2ae4797
a3cd4bed-74e6-4f7f-bacc-ab71c3e87096	TCGA-66-2744-01A-01R-1031-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-66-2744-01A-01R-1031-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A10_616676	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-66-2744-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A10_616676.CEL	broad.mit.edu_LUSC.HT_HG-U133A.Level_1.39.1005.0	Expression-Gene	Level 1	yes	ad1422d83ab871728ca485e968698acd	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-66-2744-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A10_616676.level2.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_2.39.1005.0	Expression-Gene	Level 2	yes	439a35ff31f96fab3bcdc0bb4d0513de	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-66-2744-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A10_616676.level3.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_3.39.1005.0	Expression-Gene	Level 3	yes	31c063b40fc8965451bfbc62e35d2b26
fea2e307-76bc-49a0-871a-073338e72653	TCGA-66-2771-01A-01R-1031-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-66-2771-01A-01R-1031-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A11_616670	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-66-2771-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A11_616670.CEL	broad.mit.edu_LUSC.HT_HG-U133A.Level_1.39.1005.0	Expression-Gene	Level 1	yes	fcc1061cb9d971e726e177dc29a6c90f	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-66-2771-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A11_616670.level2.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_2.39.1005.0	Expression-Gene	Level 2	yes	e7f0996f73a4cfef557c313fc57abc6d	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-66-2771-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A11_616670.level3.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_3.39.1005.0	Expression-Gene	Level 3	yes	5b280b4c4232d33b71a489e7e82c41bc
6c8ee55e-562d-4624-b69c-a6987301f0d0	TCGA-18-3408-01A-01R-1031-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-18-3408-01A-01R-1031-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_B01_616680	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-18-3408-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_B01_616680.CEL	broad.mit.edu_LUSC.HT_HG-U133A.Level_1.39.1005.0	Expression-Gene	Level 1	yes	91cca7aa50f57d4010b1e758ab629665	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-18-3408-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_B01_616680.level2.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_2.39.1005.0	Expression-Gene	Level 2	yes	d1ae6d0319d99fbe84129becd554ac71	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-18-3408-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_B01_616680.level3.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_3.39.1005.0	Expression-Gene	Level 3	yes	621486e0b46fa397fafd60317e83395b
387ddf32-77f0-4449-812b-2e42f61a2377	TCGA-18-3419-01A-01R-1031-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-18-3419-01A-01R-1031-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_B02_616678	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-18-3419-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_B02_616678.CEL	broad.mit.edu_LUSC.HT_HG-U133A.Level_1.39.1005.0	Expression-Gene	Level 1	yes	fd5a32919477c2c1637caf0e7c88e546	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-18-3419-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_B02_616678.level2.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_2.39.1005.0	Expression-Gene	Level 2	yes	75810320781188f85e557b83f6bf789e	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-18-3419-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_B02_616678.level3.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_3.39.1005.0	Expression-Gene	Level 3	yes	c3479a6a570b2d9a57103b5bda61b104
0dfab38e-fa15-4da5-be8a-a3296dce22bb	TCGA-46-3767-01A-01R-1031-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-46-3767-01A-01R-1031-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_B03_616684	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-46-3767-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_B03_616684.CEL	broad.mit.edu_LUSC.HT_HG-U133A.Level_1.39.1005.0	Expression-Gene	Level 1	yes	e571a68d0d591249a6e79d0fcb0e1d39	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-46-3767-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_B03_616684.level2.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_2.39.1005.0	Expression-Gene	Level 2	yes	42f18533c7e65fab5eee9bb734042374	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-46-3767-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_B03_616684.level3.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_3.39.1005.0	Expression-Gene	Level 3	yes	2e9e42cb6df4b6e138309d5254e52861
b11c1c4e-4e24-4603-939e-aa234ad7f272	TCGA-66-2787-01A-01R-1031-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-66-2787-01A-01R-1031-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_B04_616682	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-66-2787-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_B04_616682.CEL	broad.mit.edu_LUSC.HT_HG-U133A.Level_1.39.1005.0	Expression-Gene	Level 1	yes	c88e606898a49f9b8d658427ca061075	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-66-2787-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_B04_616682.level2.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_2.39.1005.0	Expression-Gene	Level 2	yes	7940ba25291e9b53c57bfc95cdee05c7	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-66-2787-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_B04_616682.level3.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_3.39.1005.0	Expression-Gene	Level 3	yes	c18e8cf851630998871adf6105be0785
8032999c-8ea9-494b-831a-30089dc606aa	TCGA-18-3409-01A-01R-1031-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-18-3409-01A-01R-1031-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_B05_616688	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-18-3409-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_B05_616688.CEL	broad.mit.edu_LUSC.HT_HG-U133A.Level_1.39.1005.0	Expression-Gene	Level 1	yes	b3fd7dde5371d7e77dd1e492a9ab0198	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-18-3409-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_B05_616688.level2.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_2.39.1005.0	Expression-Gene	Level 2	yes	e41769517210113fdc9208b18cb670bc	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-18-3409-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_B05_616688.level3.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_3.39.1005.0	Expression-Gene	Level 3	yes	cee63ee07c2f8d505cbc54c9d77cf075
d4d54794-2f9c-415b-85bb-28ededb2f1ef	TCGA-18-3421-01A-01R-1031-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-18-3421-01A-01R-1031-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_B06_616686	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-18-3421-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_B06_616686.CEL	broad.mit.edu_LUSC.HT_HG-U133A.Level_1.39.1005.0	Expression-Gene	Level 1	yes	45e51aa3659a3877cb5380b71495e63f	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-18-3421-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_B06_616686.level2.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_2.39.1005.0	Expression-Gene	Level 2	yes	b7e1f8d0c64e88359d20cabee7b7901f	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-18-3421-01A-01R-1031-01	CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_B06_616686.level3.data.txt	broad.mit.edu_LUSC.HT_HG-U133A.Level_3.39.1005.0	Expression-Gene	Level 3	yes	6019deac70ef72ea8d1b941915e8d212
